word	context	positions	gold_sense_id	predict_sense_id
stroke	When she didn't answer, he stroked her hair and said that he would get it for her.	27-34	0	0
stroke	DEBBY KRAAZ (While stroking DAD) He thinks you don't want to talk with him.	19-27	0	0
stroke	"I have nothing to do with composing the recipes, and now that Lowell has mastered the computer, I sometimes don't even "" "" Tell her about tracking down the powdered rhino horn, "" Kathryn says, stroking the collapsed kitten. """	193-201	0	0
stroke	He strokes the strings like a drum, beats them hard with his hand, up down up down I turn the tape player up that's right and then you're down some more son better watch your updown and then you're turned around.	3-10	0	0
stroke	He sat at the foot of the bed and stroked his father's flinty shins.	34-41	0	0
stroke	She stroked his arm, and he shuddered again, but did not draw himself away.	4-11	0	0
stroke	the book from me and threw it across the room and sat down and took my head in her lap and stroked my face and hair.	91-98	0	0
stroke	With the best will in the world not to do so, Steve mentally stroked that skin with his gaze.	61-68	0	0
stroke	"Fisher, "" he said, reaching up to stroke his friend, "" I have to go back and help deliver that baby now."	34-40	0	0
stroke	She and the nanny had always confined themselves to admonitions, and their own few stroking motions, from the shallow end.	83-91	1	0
stroke	She reached out cautiously to stroke the griffin's forehead.	30-36	0	0
stroke	I teased and stroked and manhandled the puss; he hissed, made to flee, flattened his ears, raked at me with claws concealed, gave in and purred when I stroked hisp181throat and belly.	151-158	0	0
stroke	"Then exhausted, I leaned against him and he stroked my hair as though that were something Mother taught him. """	44-51	0	0
stroke	With one smooth motion, he slid facedown onto the center ofthe deck He pulled his arms through the water in even strokes, paddling away from shore.	113-120	1	0
stroke	"it hit He chopped off his log withthe fury of a Greek god Nevertheless it took himlonger and much more sweat than Monsanto "" Used to do this in a workgang in southern Arizony "" he said, whopping one down that made the whole treetrunk danceoff the ground But it was like an example of vast butsenseless strength, a picture of poor Cody's life and in asense my own I too chopped with all my might andgot madder and went faster and raked the log but tookmore time than Monsanto who watched us smiling Little Arthur thereupon tried his luck but gave up afterfive strokes The axe was like to carry him away anyway Then Dave Wain demonstrated with big easystrokes and in no time we had five huge logs to use But now it was time to get in the cars (McLear had rearrived) and go driving south down the coast highway to a hot springs bath house down there, which sounded good to me at first."	559-566	1	0
stroke	"She stroked his back, whispering, "" Naoki, Naoki, "" his Japanese middle name that she used when they were alone and whenever she thought of him."	4-11	0	0
stroke	Bellini ' s hands the aspect of an extended forum for touching, pressing and stroking.	77-85	0	0
stroke	"99 British Agent The prospect of getting to grips with her husband excited her and as we said goodbye in the hall of the flat she stroked my cheek, adding: """	130-137	0	0
stroke	I started to glide in and out in short strokes.	39-46	1	0
stroke	He forgives me quickly - especially if I stroke him behind the ears.	41-47	0	0
stroke	I stroked its muzzle with the back of my hand and pulled out a rock that had lodged in its mouth with the broken teeth.	2-9	0	0
stroke	He strokes her hair, then looks up at me and tells me with his eyes to mourn us all.	3-10	0	0
stroke	I hold them in my hands, meet face-to-face the fierce gritted teeth and puckered lips of the Wind Blower, stroke his horse-tail hair.	106-112	0	0
stroke	The Pop If you're stoked to stroke, launch your boat from Ely, an old mining town that Charles Kuralt once called the number one vacation destination in America.	28-34	1	0
stroke	I91The Listenercouldn't live without that happiness, and Phil, and him stroking my hair on the pillow and telling me I was pretty and that I was all his love and there was never going to be anyone else.	71-79	0	0
stroke	"His hands were quick and restless and stroked a folded newspaper on his desk as he talked with Jason. """	38-45	0	0
stroke	Standing in the room, one looked past the place of libation, winking with reflected firelight and candlelight, out into the cold rain that marched in slanting pencil strokes across the lawn and pelted the windows, and one felt as snug and warm and safe as if one were in the cabin of some stout ship at sea.	166-173	2	0
stroke	Cal, the lighter crew, got off to its usual fast start, rowing 40 strokes a minute for the first 500 meters.	66-73	1	0
stroke	Or of what charitable thoughts moved him to stroke the wet, black, bedraggled fur of a staggering, worn, and weary cat in an alley in Richmond days or weeks or even months before he died?	44-50	0	0
stroke	He was over to him in a heartbeat, stroking his neck and talking to him low, so he wouldn't whinny and give away their position.	35-43	0	0
stroke	Every once in a while he reached up and stroked the silver earring in his left ear.	40-47	0	0
stroke	the vertical folds of the slightly darker pull drapes, and reproductions of Wyeth watercolors lit by spots on track lighting overhead echo with scratchy strokes the same tints, and the same lighting reveals little sparkles, like mica on a beach, in the overlapping arcs of the rough-plastered ceiling.	153-160	2	0
stroke	She patted his head and stroked his nose with one finger, and offered him the rest of her bread crust, which she had put in her apron pocket.	24-31	0	0
stroke	The proprietor waved his hands, stroked his beard, and looked sage.	32-39	0	0
stroke	I longed to stroke the energetic handwriting of this first novel, which Dickens was working on when he and his young wife moved into this house.	12-18	0	0
stroke	Lindsay crouched and stroked the cat with one finger, trying to think of what she should do.	21-28	0	0
stroke	the desire to touch Jemma, bearer of her first grandchild, but she stood back, with Louie, while the other two patted Jemma's belly, stroked her hair, took stock of her visible health.	133-140	0	0
stroke	I mean I either stroke faster than I kick or vica versa.	16-22	1	0
stroke	", surrounded by shopping bags and stroking the head of the dead fox attached to the fur around her shoulders: Felicidad, his formidable wife, staring at him with the eyes of an assassin. """	34-42	0	1
stroke	Because Lucas, this man she loved, he would say, crying, his head to her breast, My father died, and she would say, holding him to her body, stroking his hair, I know, I know.	141-149	0	0
stroke	"on the front stoop, stroking a blanket, shaking quietly and trying to rock himself to sleep at the height of day. """	20-28	0	0
stroke	Without intent, one hand closed upon his glass, the thumb drawing slowly upward, stroking the smooth, cool surface as though it were another's flesh.	81-89	0	0
stroke	She stroked them - and as with the first group, they stroked her in turn-tor about thirty seconds.	53-60	0	0
stroke	"Kallner ruffled his forehead and stroked it with an upward gesture of ' his hand. """	33-40	0	0
stroke	For a moment he tries stroking with one arm, but loses his grip on the ball and struggles to recover.	22-30	0	0
stroke	"Anna raised a doubtful eyebrow and stroked the cat, who rolled into a ball to keep from being bothered. """	35-42	0	0
stroke	tender contrition, he stooped and kissed her forehead, and stroked her damp, curly hair.	59-66	0	0
stroke	Petrescu, downcast, much troubled, nodding, stroked the fuzz of his fedora, stroked the dense hairs growing from his ears.	76-83	0	0
stroke	to her head and stroked her short, curly hair tenderly.	16-23	0	0
stroke	And though she knows I'll be stroking the checks, she always has to stop for the cheapest gas, even if it means driving out of her way.	29-37	0	0
stroke	He wagged his tail, splashing water everywhere, put a muddy paw on her, and when she bent to stroke him, he reached up and licked her face, and then ran away again as she laughed.	93-99	0	0
stroke	Some make only one hand movement, others stroke their hair.	41-47	0	0
stroke	"He smiled as he stroked her hair and gently caressed her lovely face. """	16-23	0	0
stroke	His fingers stroked the air, manipulating symbols and menus I couldn't see.	12-19	0	0
lane	His foot on the gas, the car raced down the street, straddling lanes as he struggled for control.	63-68	0	0
lane	Bent Funeral Directors (cremations or burials) on Old Oak Common Lane, the dismal congeries of shops at the turbulent intersection where Western Avenue becomes Western Way as cars and lorries tear towards the	65-69	0	4
lane	He steered her down the checkout lane, propelled her past the row of teenage baggers, and through a clot of abandoned shopping carts.	33-37	0	0
lane	The nose is just wide enough for one street -- Midnight Pass Road -- with private lanes and tourist lodgings on each side, along with occasional undeveloped wooded areas.	82-87	0	1
lane	As befitted a new gentleman, he applied for a coat of arms in 1612; Carter Lane, off Fleet Street, still bears his name.	75-79	0	4
lane	It took both of his hands to pull the careening car into his own lane.	65-69	0	0
lane	The transistor talked to itself down in the grass to our left, and I heard Julie say something to Debby in the lane, but I paid no more attention than Peck did.	111-115	0	1
lane	Tytuvenai seemed to have a web of little lanes going nowhere in particular.	41-46	0	1
lane	Ninety-nine Maple Lane was the only place she'd ever lived.	18-22	0	4
lane	Also vocal are residents of western Massachusetts, who have seen their transit projects wither as $8.5 billion of state money was committed to the Dig, now a clanging construction site that runs the length of central Boston, 7.8 miles of infrastructure and 161 lane miles.	261-265	0	0
lane	"We emphasized that play in practice all week, "" Dixon says as senior forward Jaron Brown cuts through the lane for a layup after receiving a pass from Taft on the left wing."	106-110	0	0
lane	Furthermore, the fast lane is not reserved for the more affluent, and the ability of an American vehicle to accelerate quickly does not reflect the driver's economic status.	22-26	0	0
lane	driven off the freeway by a careless teenager changing lanes, the thing that had been scheduled to kill Parsifal had been denied, and Sabine lost the years she was promised he still had.	55-60	0	0
lane	what brought me here; for a moment, as I pulled into the driveway of the white clapboard house on Margarets Lane, I half-expected to see the tall, rangy figure of Uncle Evan ambling out of the house to greet me.	108-112	0	4
lane	Her private asphalt lane wound through acres of mature avocado trees.	20-24	0	1
lane	Southbound lanes of Interstate 87 (the New York State Thruway) south of the Tappan Zee Bridge closed.	11-16	0	0
lane	Jack took the exit and stayed in the curb lane, continuing to take another of the sweeping cloverleaf exits back onto the Washington Beltway, and back to CIA.	42-46	0	0
lane	He got the rest of the way across the piazza without being seen and up into a dark narrow lane, and from this lane off into a series of lanes that kept him away from the Corso and the piazza but movingdeeper into the city where the workingmen lived.	90-94	0	1
lane	She liked wandering along the little lanes and reading the stones.	37-42	0	1
lane	I wouldn't want to be old Bertelson when he finds that in modern Sweden the Lutheran Church has become nothing but a registry of births and deaths, and that the sexual habits of young Swedes make the objectionablegoings-on in Omaha lovers ' lanes look like sandbox play.	241-246	0	0
lane	"Reunions in the latter two last week brought out more than 300 present and former bunnies for a final hop down memory lane. """	118-122	0	0
lane	Doc wheeled into the lane to the scratch of gravel and the squeal of tires and, bag in hand, jumped out of the car before it quit moving.	21-25	0	1
lane	As if responding to a secret sign, the Chinese pedestrians walk into the eight lanes of moving traffic as if the cars and trucks and vans do not exist.	79-84	0	0
lane	That soutane whipped about the lanes as though six priests had arrived.	31-36	0	1
lane	Soon the roadsides were lined solid with empty cars, and then the left lane was closed completely by an eight-car smash-up.	71-75	0	0
lane	The left lane, for example, on the highway.	9-13	0	0
lane	But here, the highway was three lanes and mostly straight, with occasional lazy bends through the old Fort Ord grounds, now a college, and the shopping districts.	32-37	0	0
lane	After getting my prescription, I met Barb at a checkout lane and helped her unload the cart.	56-60	0	0
lane	There in its vast ship outside the trade lanes of the First Worlds it had kept its engines still -- communicating with no one -- and so they had left it alone.	41-46	0	2
lane	was taking a had beating and Dan pulled over under a dark lane of trees.	58-62	0	1
lane	What was a quaint intersection of two country roads 50 years ago is now a two-tiered interchange with 10 lanes of traffic-choked hell; try to cross it on foot, and you're taking your life into your hands.	105-110	0	0
lane	They have us down to one lane for repairs.	25-29	0	0
lane	1 car in victory lane at least once but carefully enough to avoid the wall; no driver crashed and spun out more than Park last season.	17-21	0	0
lane	So he stopped -- on the pavement since there was no shoulder -- and all four piled onto the opposite lane.	101-105	0	0
lane	With pinwheeling legs, flailing arms, I hurdle a new ditch and commence rushingdown the ailanthus-shaded lane leading to the country road when now, abruptly, my pace slackens, I begin a slow dogtrot which in turn becomes a walk, feet scuffing along.	105-109	0	1
lane	Turn left, and drive down the gravel lane about a quarter of a mile until it dead-ends at a two-story white Victorian with a green roof, a wrap-around porch, and a windowed turret.	37-41	0	1
lane	The chicken coop was below her, across the lane from the barn, and suddenly, at a certain stage of darkness, chickens, white blurs, would appear from the brush, from the wheat field, from the pasture on the other side of the road, and begin moving toward the coop as though drawn to a magnet, some of them running, catching up to others and frightening them into a run, some moving slowerp200through the darkness, alone.	43-47	0	1
lane	While traffic slowly filtered through the narrow lane between truck and parked cars, he listened to music on the car radio.	49-53	0	0
lane	Take Lenin Avenue to Lenin Street, go straight to Lenin Square, then left along Lenin Boulevard to Lenin Place and Lenin Lane.	121-125	0	4
lane	"Since no employment existed, they crowded the already swarming lanes and slums of the towns, lived in ditches by the roadside until, wasted by disease and hardship, "" they die in a little time. """	63-68	0	1
lane	Although a few may be separated from other traffic merely by a solid white line (as for with-flow lanes) most are physically separated by a series of traffic islands or raised curbs.	98-103	0	0
lane	I stood in the lane until the final echo of the wheels vanishedrattling in the distance.	15-19	0	1
lane	The lane ended at a wide woodenp85gate, painted red and set in a high gray brick wall.	4-8	0	1
lane	Right$ tart Checking Seminar on Saturday at 9 a.m. at New Testament Church of God, 2370 Locust Lane in southeast Atlanta.	95-99	0	4
lane	Bike lanes and paths fan out from the campus and crisscross the city Policy was recently changed to automatically include bike lanes in any new road construction-in the rare cases where that's not possible, a wide outside lane is used.	127-132	0	0
lane	The head swayed, dead eyes gleaming as the villagers carried their trophy through the gate and onto the narrow lanes that wound toward the dome in the center of the village.	111-116	0	1
lane	|p60Still shaken from the violent scene she had witnessed, Joan wandered down a lane of half-erected booths, latecomers to Smithfield, steering clear of the bustle of construction.	80-84	0	1
lane	The four of them turned north on the lane that passed their cabin.	37-41	0	1
lane	So the soldiers stepped on it, the APC started really rumbling down this lane like a bobsled, riding high up on curves as it tried to follow this winding lane.	154-158	0	1
lane	The room was a good indicator of the size and feel of the whole house, a massive bargelike structure moored at Muscat Lane.	118-122	0	4
lane	Then, as the lane creeps to a slow halt, you notice with rising indignation that cars in the lane you have vacated are continuing to speed ahead, out of sight.	93-97	0	0
lane	"For one thing, Walls was born, raised and still lives, as he says, "" just three minutes ' drive, including the red light, "" from the Cowboys ' practice field on Forest Lane in north Dallas."	168-172	0	4
lane	At Four Sparrows Marsh (above), on the western side, some 80 acres lie right off six lanes of frantic traffic.	85-90	0	1
lane	But then the pleasure of the dream was stymied by the same frustration he'd felt that day at the crowded corner of Broadway and Maiden Lane.	135-139	0	4
lane	The stroke happened as he turned from a feeder lane onto an eight-lane highway.	47-51	0	0
lane	Vessels plying the coastal sea lanes were hit by 50-foot waves and hurricane-velocity winds.	31-36	0	2
lane	A little farther on, tall fence posts marked the ranch lane.	55-59	0	1
lane	Also, All Star is operating in an area that is oversupplied with lanes.	65-70	0	0
lane	In metro Atlanta, I have seen horrendous misuse of these lanes by speeding drivers -- and zero police presence -- especially on I-85 in Gwinnett County.	57-62	0	0
lane	Jeff Hawkins and Engineer Tony Brownell back their engines into the driveway of a mobile home off Tim Tam Lane, a gravel road traversing the ridge north of Miller Peak.	106-110	0	4
lane	The car rocked from lane to lane; the body vaulted off the hood, did a half flip and landed faceup at the side of the road.	20-24	0	0
lane	In an effort to keep lanes open in each direction at all times, Howard said city crews paved over the median so that people can drive on that while the main lanes are under construction.	21-26	0	0
lane	Another mudholed lane took him into a traffic circle of commuters sucking coffee from insulated cups, pastries sliding on dashboards.	17-21	0	0
lane	Curvier lanes sound like more of a hazard, especially for speeders who don't slow down just because the road curves.	8-13	0	0
lane	MANCHESTER The Hollings College for the Food and Fashion Industries, Old Hall Lane, Wilmslow Road, Manchester 14.	78-82	0	4
lane	@@405373 HIS CAREER MAY BE IN THE FAST LANE BUT THIS TV HEARTTHROB IS STILL A LAID-BACK TEXAN WHO LOVES HIS MOM 'S COOKING AND A GIRL WHO PLAYS BEER PONG.	39-43	0	3
lane	After 25 years of motorcycling and a few years of cycling I've learned to be cautious crossing from one side of the lane to the other-especially if the pavement is wet.	116-120	0	1
lane	Staring down my lane at the arrayed hurdles, I focused on starting strong and moving steadily forward, one step at a time.	16-20	0	0
lane	Wilkes, however, was a determined man, and by the end of December he was again heading south, his destination the little-known sea lanes south of Australia, an area which D'Urville was also about to enter.	131-136	0	2
lane	Overhead the bare branches of the trees were distorted and a little wild against the starry sky: a landscape of Ed-yard Munch, Ann Arbor was Moscow, Petersburg, A Story by MacDonald Harris 65 Stockholm, a city of white nights and frozen abstract demons; the campus lanes were the Nevsky Prospekt.	265-270	0	1
lane	I think I met Father about halfway down our lane.	44-48	0	1
lane	It's always rush hour but I haven't figured out when to put on my blinker because it's safe to change lanes and I 'm also not sure which exit I should take to get off this track altogether.	102-107	0	0
lane	Oh, she had imagined the elms that would someday line the lane from the Road to the House, their branches meeting overhead, the House standing squarely at lane's end.	155-159	0	1
lane	"If you don't want to be spending Christmas Day in the breakdown lane of I-76 somewhere between Bedford and Carlisle, I'd leave early or not at all, "" the FM-104 jock advised his listening audience (a * * 28; 11081; TOOLONG up."	64-68	0	0
lane	Carters jostle peddlers, and servants swarm the lane between shop windows and the row of posts protecting them from the street.	48-52	0	1
lane	"Don ' t pay any attention to what ' s going on in that lane, "" he said, referring to Lazzaretti ' s lane, No."	100-104	0	1
lane	You can just imagine the stares I got in checkout lane #2.	50-54	0	0
lane	The roads were nearly impassable, the farm lanes worse.	43-48	0	1
lane	Seven miles after the rural route became a single paved lane, and two miles beyond that, when the asphalt itself crumbled away leaving only the suggestion of pavement, they finally reached Cherry Lick.	56-60	0	0
lane	The photos above compare the 100-micron counterpart of the dark clouds in Ophiuchus to an optical view The bright infrared streamers radiating away from the core of Ophiuchus correspond to the dark dust lanes that intrigued Barnard.	203-208	0	2
lane	His brothers stopped talking to him, his teacher refused to have him in the class, the other children ran away when he walked down the lane, and he lived in happy silence for an entire year.	135-139	0	1
lane	In the past two years they've offered temporary toll discounts for FasTrak users, added seven dedicated lanes at three bridges,	104-109	0	0
part	Which may explain why Paramount paid more than $1 million for the rights to WINSTON GROOM 'S new book, Gump &; Co., despite the fact that Tom Hanks and Robert Zemeckis have expressed but wan interest in taking part in a Gump sequel.	210-214	1	0
part	"Already hurrying to pare down the size of cars to meet federal regulations and stiff foreign competition, they can achieve substantial savings on production and tooling costs by establishing a global network of parts and assembly plants. """	211-216	2	0
part	While not as electric as Mr. Mukhamedov, they are part of the company ' s tradition of elegance and nobility.	50-54	0	1
part	should be part of a student's education (Lee 1967, 117, 121).	10-14	0	1
part	Sources in Tehran said that Iran actually had been bearing a large part of the development costs of	67-71	0	0
part	In several other parts of the world people are being denied their life, or stolen from their life to be sold.	17-22	3	0
part	In addition, the hurricane destroyed Alabama's pecan crop and knocked out electric power in the southwest part of the state for at least a week.	106-110	0	0
part	Bill asked, a part of him amused to find that another part of him stood aghast at the idea.	54-58	0	0
part	In the present study, the internal consistency of part A of the SYNCHROSKATE was calculated.	50-54	0	0
part	And what we're doing here now is a part of that, I suppose? '	35-39	2	0
part	The young Peer of Part I (rather monotonously played by Greg	18-22	0	0
part	And in the third part the offstage orchestra sections had had to be cut, for financial reasons.	17-21	13	0
part	For her part, Rhiannon comes back to find two old flames still stirred by the remnants of her youthful beauty.	8-12	1	0
part	The final area of Rainbow Lobby interest these days is Haiti, where it opposes the dictatorship of Gen. Prosper Avril (the group tends to pick issues of particular interest to black Americans, apparently as part of the National Alliance party's outreach effort).	207-211	0	0
part	"She thought this was a peace offering like the necklace, another part of the "" I 'm sorry "" game."	65-69	0	0
part	The Americans do not think that man and woman have either the duty or the right to per -- form the same offices, but they show an equal regard for both their respective parts; and.	169-174	1	0
part	Dark Walnut on Red Gum Brush on and wipe off dark walnut wiping stain reduced equal parts with naphtha.	84-89	0	0
part	The part of this Barosaurus skeleton in the National Museum consists of the last ten cervical vertebrae with ribs; three anterior dorsals; left scapula and humerus.	4-8	0	0
part	"She was tired of wastingher time with such people, she wanted only to return to Andrew'sstudy, to his desk, to the only valuable part of her life. """	129-133	0	0
part	The latter was apparently not kept, as Danish volunteers are said to have formed part of Harold's army.	81-85	0	0
part	"Wayne: "" Never before has a Vice President played such an important part in foreign policy. """	68-72	2	0
part	She said that the Twenty-third Psalm was the best part of the whole program and she was so proud of me she could hardly stand it.	50-54	0	0
part	For his part n a London demonstration in 961 he went unrepentantly to ail.	8-12	1	0
part	There was the reason the competition halted when the Arrow Catcher began work, and there was the reason the Arrow Catcher and the Indian were never a part of the competition and were never expected to be.	150-154	0	0
part	"Yelling at me isn't usually part of it. """	28-32	0	1
part	I 'm part of that light, part of the whole sky, and it's all McDonald's, but part of something even bigger,	5-9	0	1
part	After examining the status of the Part 298 regulation, the firm advised Smith any change in Part 298 would probably be challenged in the courts.	34-38	14	0
part	BROWNIE There's one thing that bothers me and that's the part where everybody has a part but me.	57-61	0	0
part	It's part of Wilton Industries, which manufactures cake-decorating supplies.	5-9	0	1
part	Port Smith was rife with citizens ' committees, study groups, and action teams composed of people who had not taken part in civic affairs before.	116-120	1	0
part	At other times they float lazily near the surface, with just their nostrils, eyes, and the upper parts of their heads above the water.	97-102	0	0
part	He used to be part of a very high commune there, before it got squeezed out by the local Establishment.	14-18	0	1
part	We got us a saying in these parts: It's all good until the cow-pats hit the mechanical device for the rotary circulation of air.	28-33	3	0
part	"There's one constant for her as a writer: "" I think you need quiet and I think you need a little time, more than a little time, and it is very hard to find that time and find that distance, ' cause you also have to be part of life and experience it in order to write about."	218-222	0	1
part	Before then, after tobacco had become part of everyday custom in every part of the Western world, pipe tongs graced many a fashionable hearth and were considered utensils; but because they held a prominent position in the sitting room, they were usually finely made and nicely decorated, giving them a position midway between utensils and decorative ironwork.	38-42	0	1
part	The potential for expanding a project-oriented program such as AWACS to include a larger part of defense outlays is limited.	89-93	0	0
part	Another explorer who received scant recognition for his discoveries was Antonio de la Roche, the little-known London merchant who was first to sight land which might be regarded as part of Antarctica itself.	181-185	4	1
part	But all she could do now to retaliate was make sure that Hobson West kept its part of the appointment.	78-82	0	0
part	In my case, that was especially true since I had no steady income other than spotty profit from part ownership in a fishing boat and tiny disability pensions from the U.S. Army and the Boston PD, earned absorbing bits of enemy metal into my body during combat.	96-100	0	0
part	In the notes to its financial statements, American Agronomics said Chase Manhattan Ban agreed to defer part of a quarterly loan installment of $333,184 that was due Oct. 1 and an installment on another loan due Jan. 1 until last Friday.	103-107	0	0
part	I would focus on the negative parts when talking to the kids about the movie.	30-35	0	0
part	We can be sure that the psalms played a very important part in the vocal aspect, i.e., the singing, of the Jewish	55-59	0	0
part	In order to make this complex problem manageable it is necessary to break it down into its respective parts.	102-107	0	0
part	"Building jewels in unexpected parts of London is the 37-year-old Ghanaian architect's stock in trade, making him one of the city's hottest stars in the field. """	30-35	0	0
part	He was doing his fervent best and delivering each line with a high semi-professional finish, but there was no denying that he looked all wrong in the part of Alan Squiers -- squat and partly bald and all but unable to see without his glasses, which he'd refused to wear on stage.	150-154	2	0
part	"When a Washington, D.C., woman complained in the mid-1970s of retaliation by a supervisor after she refused to take part in an "" after-hours affair, "" a federal judge ruled that the 1964 Civil Rights Act, which bars sex discrimination, did not apply."	116-120	1	0
part	However, these publications can be viewed more positively as part of a programme for shaping and managing-the personal life.	61-65	0	0
part	Formerly middle-class women moving toward the edge of poverty constitute a substantial part of a growing minority dubbed the ' ' new poor. '	87-91	0	0
part	Harry doing the first of the Slime Creatures in Griffith Park when she read for him in bra and panties, he said to give him an idea of her figure, and she got the part.	163-167	1	0
part	Ever since that Robert White business up in El Salvador, they suspect all us diplomats of being flaming liberals, unless we're part of the inner circle.	127-131	0	1
part	He seemed to be wearing a green silk tunic, not too clean, and not long enough, for she could see the complex heap of his private parts in the very centre of her rosy bed.	130-135	6	0
part	around and moving away from the platform to other parts of the grounds.	50-55	0	0
part	On top of that, Mom hated any kind of talk about which parts of black people's bodies were good or bad, especially hair and skin.	55-60	0	0
part	If the injury was in a part of an arm or leg that could be dipped in water, it was dunked, then ice cubes were dropped into the water until the cycle of discomfort ended in numbness.	23-27	0	0
part	I'd no reason to trust the now dead southern magician, though, and I'd been avoiding asking Irys questions about the Zaltanas so I wouldn't get my hopes up about being a part of their family.	170-174	0	1
part	The part that was taken from the stone itself was hard to separate out at first, but after Melchior had run his finger along the outline of it I could see what it had been before he'd painted it.	4-8	0	0
part	to a younger generation of educators, that will be the time for the state to do its part by rewarding those who stood at the door of the schoolhouses statewide welcoming each and every child each day.	84-88	1	0
part	I thought her saying it was still part of the tale.	34-38	0	1
part	Even if the infant recovery survives, it may grow up deformed, with some parts of the economy performing far worse than others.	73-78	0	0
part	People who are helped by the poverty program will be permitted to take part in demonstrations after all.	71-75	1	0
part	One part aniline, three parts potassium hydroxide, and one part unknown poison yields one part phenylisocyanide, three parts potassium chloride, and three parts water.	119-124	0	0
part	A strange gink, the town thought before it got used to him and accepted him as part of its pattern along with the judge and the banker, the wet-pants half-wit, who swamped the Bar Star Saloon, and old Mrs. Jenkins, who yelled hymns while ankling to and from the post office where she never got any mail.	79-83	0	1
part	"But Rusk now realizes that it is part of his job to be "" an outside man. """	33-37	0	1
part	With the Sun magnificently aspected in the most horizon-expanding part of your chart, new ideas and situations are the key to changing your life.	66-70	0	0
part	Many of the U.S. weapons parts came from the surplus stocks of the Israeli and German militaries, he said.	25-30	0	0
part	It had forty feet of open deck, part of it shaded by a canvas awning.	32-36	0	0
part	At least some of these essential structural features, I suggest, are that it is a single system that is very unequal from one part to another and that it goes through this continuously uneven process of development in which the crises are as much a part?	249-253	0	0
part	Parts of it seemedp159to turn faster than other parts, little clusters of discs	0-5	0	0
part	"She also glued on "" dingly balls "" (cotton swabs) as part of the design -- and for the cat to play with."	53-57	0	0
part	// For a nation to conduct such a war, military analysts stress, much would depend on its ability to organize an effective civil defense that would enable a large part of the population to continue to house and feed itself.	163-167	0	0
part	Every part is on some equality with every other part, an organization that is foreign to the come-and-go of rhythm.	6-10	0	0
part	The books in the study were part of the furnishings and Chris was unfamiliar with them.	28-32	0	1
part	Frost Knob is the closest thing there is to civilization in my part of the Appalachians.	63-67	0	0
part	A part of me could see that the lights continued to blaze as before, and when I looked at the wheel out of the corner of my eye, in a sidelong glance, I could confirm its continued bright adornment, yet when I looked at it more directly, I saw only an ominously huge, portentously dark Ferris turning ponderously against a black sky, as if it were one of the mill wheels of Heaven -- the one that relentlessly grinds out the flour of suffering and cruel misfortune.	2-6	0	0
part	I had dressed the part -- old trousers, a cap, and a sweater from which I had removed my college letter, McWhirter, who had supervised my preparations, and who had accompanied me to the wharf, had suggested that I omit my morning shave.	18-22	2	0
part	"Schacht was convicted of violating federal law that forbids wearing a distinctive part of a military uniform in theatrical productions if the role "" discredits "" the military."	82-86	0	0
part	Such evasion had been a part of Roane's training from the start.	24-28	0	0
part	My situation in this revival of the Foundation's activities called for great tact on my part in dealing with Goff, for the Committee had acted without consulting him.	88-92	1	0
part	I have more to say about this in Chapter 18, but at least part of the problem is that, for all practical purposes, the threat is unprecedented.	58-62	0	0
part	for the act of dreaming is part of mankind's evolutionary heritage, so basic that it can be traced back 135 million years.	27-31	0	1
part	He deals with the parts of the uni verse and the whole of the universe, and he theorizes that things that look like separate parts of the universe emerge out of a pool, which he calls the common pool of information.	125-130	0	0
part	Since I don't, I apply a good thick coat of shellac (two parts shellac to one part denatured alcohol thinner) to all inside surfaces.	78-82	6	0
part	The idea was to try to re-create days and parts of the life of one of the forty-two men who have been at the center: what the President knew and when he knew it, what he heard, what he read, what he saw, what he said, what he	42-47	0	0
part	Moving downstream from camp, the three Scouts climbed part way up a steep ridge covered with pine, aspen and scrub oak.	54-58	0	2
part	"Someone was asking him about Elvis, the 12-foot alligator which was then a part of the Miami Vice cast. """	75-79	0	1
part	The figures, however, did tell a dramatic story, revealing that the auto industry not only was producing more cars with fewer men, but Michigan was employing a smaller and smaller part of the total work force.	180-184	15	0
part	The posthumous advice from her father, that's the part doesn't make sense.	50-54	0	0
part	I did not like parts of it much, but other portions were really splendid.	15-20	0	0
part	"We will make these techniques a larger part of the training of the National Guard of the various states and we will make them available to local police forces as well, "" he said."	39-43	0	0
part	They were the least voguish part about her, limpid and trusting, rather like a blue-eyed dog's eyes.	28-32	0	0
part	That's the only part I happen to be familiar with.And anyway I am becoming a little uncomfortable.	16-20	0	0
part	The reappropriation of de ToCqueville is part of the text's larger design.	41-45	0	1
part	The old part was built on and from solid rock, being really a jutting out of a lime stone cliff which had stood high and dry before the water had been dammed up by the heavy timber cribs cutting across the original stream.	8-12	0	0
part	Hillbilly jokes were her least favorite part of the job.	40-44	0	0
part	I keep my eyes closed and turn toward him, stroking him softly, fingers skimming over his chest, his thighs, feathery touches light enough to wake up just the parts that matter.	159-164	0	0
part	A planer can be used to cut rebates to form a tongue on one part, a wobble saw or dado cutter will make the grooved part.	116-120	0	0
part	"It will simply ensure that you spend the rest of your life as you have spent the first part it, existing on the margins of respectability and clinging by your fingertips to economic survival. """	87-91	0	0
part	They identified with their President and for the first time felt themselves part of the governing process.	76-80	0	1
part	Sometimes that knowledge seemed the worst part of my loss.	42-46	0	0
